order_date,order_year,order_month,invoice,customer_id,description,quantity,unit_price,total_cost,sales_bracket,stockcode,invoicedate,price,country
2011-01-12 15:12:00,2011,2011-01,580102,16789.0,BLACK HEART CARD HOLDER,4,3.95,15.8,medium,22188,2011-12-01 15:12:00,3.95,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,WHITE HANGING HEART T-LIGHT HOLDER,8,2.95,23.6,medium,85123A,2011-12-01 15:12:00,2.95,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,ROLL WRAP VINTAGE SPOT ,2,1.25,2.5,low,23350,2011-12-01 15:12:00,1.25,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,JUMBO BAG 50'S CHRISTMAS ,20,2.08,41.6,medium,23344,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,JUMBO BAG VINTAGE CHRISTMAS ,10,2.08,20.8,medium,23343,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,CHRISTMAS TOILET ROLL,18,1.25,22.5,medium,21098,2011-12-01 15:12:00,1.25,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LARGE WHITE HEART OF WICKER,3,2.95,8.85,low,23322,2011-12-01 15:12:00,2.95,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,ENGLISH ROSE SPIRIT LEVEL ,6,0.79,4.74,low,47504H,2011-12-01 15:12:00,0.79,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,WOODEN PICTURE FRAME WHITE FINISH,4,2.95,11.8,medium,82482,2011-12-01 15:12:00,2.95,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,VINTAGE CHRISTMAS BUNTING,2,4.95,9.9,low,23313,2011-12-01 15:12:00,4.95,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,3 HEARTS HANGING DECORATION RUSTIC,16,2.95,47.2,medium,22158,2011-12-01 15:12:00,2.95,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,VINTAGE SNAP CARDS,1,0.85,0.85,low,21790,2011-12-01 15:12:00,0.85,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,DOILY THANK YOU CARD,12,0.42,5.04,low,23695,2011-12-01 15:12:00,0.42,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,TRADITIONAL CHRISTMAS RIBBONS,2,1.25,2.5,low,85049A,2011-12-01 15:12:00,1.25,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,BICYCLE PUNCTURE REPAIR KIT ,6,2.08,12.48,medium,23552,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,RIBBON REEL STRIPES DESIGN ,2,1.65,3.3,low,22082,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LUNCH BAG PINK POLKADOT,10,1.65,16.5,medium,22384,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LUNCH BAG SPACEBOY DESIGN ,10,1.65,16.5,medium,22382,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LUNCH BAG RED VINTAGE DOILY,20,1.65,33.0,medium,23681,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LUNCH BAG PAISLEY PARK  ,10,1.65,16.5,medium,23583,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LUNCH BAG VINTAGE DOILY ,20,1.65,33.0,medium,23209,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LUNCH BAG  BLACK SKULL.,10,1.65,16.5,medium,20727,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LUNCH BAG RED RETROSPOT,10,1.65,16.5,medium,20725,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,RECYCLING BAG RETROSPOT ,5,2.1,10.5,medium,22379,2011-12-01 15:12:00,2.1,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,TOY TIDY SPACEBOY  ,4,2.1,8.4,low,22380,2011-12-01 15:12:00,2.1,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,TOY TIDY PINK POLKADOT,4,2.1,8.4,low,22381,2011-12-01 15:12:00,2.1,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,JUMBO BAG PAISLEY PARK,10,2.08,20.8,medium,23581,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,VINTAGE DOILY JUMBO BAG RED ,10,2.08,20.8,medium,23582,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,JUMBO BAG VINTAGE DOILY ,10,2.08,20.8,medium,23203,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,JUMBO STORAGE BAG SKULLS,5,2.08,10.4,medium,21930,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,JUMBO BAG SPACEBOY DESIGN,5,2.08,10.4,medium,22385,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,WOODEN BOX OF DOMINOES,5,1.25,6.25,low,21889,2011-12-01 15:12:00,1.25,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,VINTAGE SNAP CARDS,5,0.85,4.25,low,21790,2011-12-01 15:12:00,0.85,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LADIES & GENTLEMEN METAL SIGN,4,2.55,10.2,medium,85150,2011-12-01 15:12:00,2.55,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,FLORAL FOLK STATIONERY SET,4,1.25,5.0,low,21993,2011-12-01 15:12:00,1.25,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,RED RETROSPOT TISSUE BOX,5,0.39,1.95,low,22094,2011-12-01 15:12:00,0.39,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,CARAVAN SQUARE TISSUE BOX,4,0.39,1.56,low,22099,2011-12-01 15:12:00,0.39,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,LADS ONLY TISSUE BOX,6,0.39,2.34,low,22095,2011-12-01 15:12:00,0.39,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,VINTAGE HEADS AND TAILS CARD GAME ,4,1.25,5.0,low,21791,2011-12-01 15:12:00,1.25,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,PINK FLORAL FELTCRAFT SHOULDER BAG,3,3.75,11.25,medium,20970,2011-12-01 15:12:00,3.75,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,RED FLORAL FELTCRAFT SHOULDER BAG,3,3.75,11.25,medium,20969,2011-12-01 15:12:00,3.75,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,PLASTERS IN TIN WOODLAND ANIMALS,4,1.65,6.6,low,22554,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580103,16242.0,PLASTERS IN TIN SPACEBOY,4,1.65,6.6,low,22551,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,BLUE DINER WALL CLOCK,2,8.5,17.0,medium,22192,2011-12-01 15:12:00,8.5,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,IVORY DINER WALL CLOCK,2,8.5,17.0,medium,22191,2011-12-01 15:12:00,8.5,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,PINK DINER WALL CLOCK,2,8.5,17.0,medium,23341,2011-12-01 15:12:00,8.5,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,ALARM CLOCK BAKELIKE GREEN,12,3.75,45.0,medium,22726,2011-12-01 15:12:00,3.75,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,ALARM CLOCK BAKELIKE PINK,12,3.75,45.0,medium,22728,2011-12-01 15:12:00,3.75,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,GARDENERS KNEELING PAD CUP OF TEA ,12,1.65,19.8,medium,23300,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,JUMBO BAG 50'S CHRISTMAS ,20,2.08,41.6,medium,23344,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,JUMBO BAG APPLES,20,2.08,41.6,medium,23199,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,JUMBO BAG PEARS,20,2.08,41.6,medium,23200,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,JUMBO BAG VINTAGE LEAF,20,2.08,41.6,medium,23202,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,JUMBO BAG ALPHABET,10,2.08,20.8,medium,23201,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,FELTCRAFT GIRL AMELIE KIT,4,4.95,19.8,medium,23126,2011-12-01 15:12:00,4.95,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,JUMBO BAG SPACEBOY DESIGN,10,2.08,20.8,medium,22385,2011-12-01 15:12:00,2.08,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,VINTAGE CHRISTMAS GIFT BAG LARGE ,12,1.25,15.0,medium,23436,2011-12-01 15:12:00,1.25,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,ILLUSTRATED CAT BOWL ,6,2.55,15.3,medium,22350,2011-12-01 15:12:00,2.55,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,LONDON BUS COFFEE MUG,6,2.55,15.3,medium,22970,2011-12-01 15:12:00,2.55,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,CHRISTMAS LIGHTS 10 SANTAS ,2,8.5,17.0,medium,22942,2011-12-01 15:12:00,8.5,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,MINI LIGHTS WOODLAND MUSHROOMS,4,3.75,15.0,medium,23480,2011-12-01 15:12:00,3.75,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,GIRAFFE WOODEN RULER,12,1.95,23.4,medium,22991,2011-12-01 15:12:00,1.95,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,RED METAL BOX TOP SECRET,2,8.25,16.5,medium,23080,2011-12-01 15:12:00,8.25,United Kingdom
2011-01-12 15:12:00,2011,2011-01,580101,15144.0,GARDENERS KNEELING PAD KEEP CALM ,12,1.65,19.8,medium,23301,2011-12-01 15:12:00,1.65,United Kingdom
2011-01-12 15:13:00,2011,2011-01,580104,15189.0,SMALL GLASS HEART TRINKET POT,8,2.1,16.8,medium,21314,2011-12-01 15:13:00,2.1,United Kingdom
2011-01-12 15:13:00,2011,2011-01,580104,15189.0,REGENCY TEA STRAINER,48,3.29,157.92,high,23162,2011-12-01 15:13:00,3.29,United Kingdom
2011-01-12 15:13:00,2011,2011-01,580104,15189.0,REGENCY SUGAR TONGS,48,2.08,99.84,medium,23163,2011-12-01 15:13:00,2.08,United Kingdom
2011-01-12 15:13:00,2011,2011-01,580104,15189.0,ZINC FOLKART SLEIGH BELLS,72,1.49,107.28,high,35970,2011-12-01 15:13:00,1.49,United Kingdom
2011-01-12 15:13:00,2011,2011-01,580104,15189.0,SKETCHBOOK MAGNETIC SHOPPING LIST,48,1.25,60.0,medium,23197,2011-12-01 15:13:00,1.25,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,TRADITIONAL PICK UP STICKS GAME ,24,1.25,30.0,medium,23570,2011-12-01 15:24:00,1.25,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,SET OF 3 CAKE TINS PANTRY DESIGN ,3,4.95,14.85,medium,22720,2011-12-01 15:24:00,4.95,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,SET OF 3 REGENCY CAKE TINS,4,4.95,19.8,medium,23245,2011-12-01 15:24:00,4.95,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,TREASURE TIN GYMKHANA DESIGN,12,2.08,24.96,medium,23241,2011-12-01 15:24:00,2.08,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,SET 10 NIGHT OWL LIGHTS,6,6.75,40.5,medium,22179,2011-12-01 15:24:00,6.75,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,MEMO BOARD RETROSPOT  DESIGN,4,4.95,19.8,medium,22507,2011-12-01 15:24:00,4.95,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,CHICK GREY HOT WATER BOTTLE,12,4.25,51.0,medium,21484,2011-12-01 15:24:00,4.25,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,FAWN BLUE HOT WATER BOTTLE,8,3.75,30.0,medium,21481,2011-12-01 15:24:00,3.75,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,LOVE HOT WATER BOTTLE,9,5.95,53.55,medium,23356,2011-12-01 15:24:00,5.95,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2.55,102.0,high,22086,2011-12-01 15:24:00,2.55,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,6 RIBBONS ELEGANT CHRISTMAS ,24,1.65,39.6,medium,22075,2011-12-01 15:24:00,1.65,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,CREAM HEART CARD HOLDER,8,3.95,31.6,medium,22189,2011-12-01 15:24:00,3.95,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,RIBBON REEL SNOWY VILLAGE,10,1.65,16.5,medium,22738,2011-12-01 15:24:00,1.65,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,RIBBON REEL CHRISTMAS PRESENT ,10,1.65,16.5,medium,22737,2011-12-01 15:24:00,1.65,United Kingdom
2011-01-12 15:24:00,2011,2011-01,580105,17675.0,TRADITIONAL CHRISTMAS RIBBONS,24,1.25,30.0,medium,85049A,2011-12-01 15:24:00,1.25,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,CHRISTMAS MUSICAL ZINC STAR,72,0.29,20.88,medium,22599,2011-12-01 15:28:00,0.29,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,CLASSIC CHROME BICYCLE BELL ,12,1.45,17.4,medium,23497,2011-12-01 15:28:00,1.45,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,JUMBO BAG OWLS,10,2.08,20.8,medium,20713,2011-12-01 15:28:00,2.08,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,JUMBO STORAGE BAG SUKI,10,2.08,20.8,medium,21931,2011-12-01 15:28:00,2.08,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2.08,20.8,medium,21928,2011-12-01 15:28:00,2.08,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2.08,20.8,medium,22411,2011-12-01 15:28:00,2.08,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,JUMBO BAG VINTAGE LEAF,10,2.08,20.8,medium,23202,2011-12-01 15:28:00,2.08,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,JUMBO  BAG BAROQUE BLACK WHITE,10,2.08,20.8,medium,85099C,2011-12-01 15:28:00,2.08,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,VINTAGE DOILY JUMBO BAG RED ,10,2.08,20.8,medium,23582,2011-12-01 15:28:00,2.08,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,JUMBO BAG RED RETROSPOT,10,2.08,20.8,medium,85099B,2011-12-01 15:28:00,2.08,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,RETROSPOT HEART HOT WATER BOTTLE,12,4.95,59.4,medium,21485,2011-12-01 15:28:00,4.95,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,PAPER CHAIN KIT RETROSPOT,6,2.95,17.7,medium,22083,2011-12-01 15:28:00,2.95,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,6 RIBBONS RUSTIC CHARM,12,1.95,23.4,medium,22077,2011-12-01 15:28:00,1.95,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,RIBBON REEL STRIPES DESIGN ,10,1.65,16.5,medium,22082,2011-12-01 15:28:00,1.65,United Kingdom
2011-01-12 15:28:00,2011,2011-01,580106,16169.0,SET OF 6 RIBBONS PERFECTLY PRETTY  ,6,2.89,17.34,medium,23562,2011-12-01 15:28:00,2.89,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,FELTCRAFT BOY JEAN-PAUL KIT,4,4.95,19.8,medium,23128,2011-12-01 15:32:00,4.95,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,FELTCRAFT GIRL NICOLE KIT,4,4.95,19.8,medium,23127,2011-12-01 15:32:00,4.95,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,FELTCRAFT GIRL AMELIE KIT,4,4.95,19.8,medium,23126,2011-12-01 15:32:00,4.95,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,FELTCRAFT PRINCESS OLIVIA DOLL,4,3.75,15.0,medium,22751,2011-12-01 15:32:00,3.75,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,FELTCRAFT PRINCESS LOLA DOLL,4,3.75,15.0,medium,22750,2011-12-01 15:32:00,3.75,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,3.75,15.0,medium,22749,2011-12-01 15:32:00,3.75,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,DELUXE SEWING KIT ,3,5.95,17.85,medium,22654,2011-12-01 15:32:00,5.95,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,GENTLEMAN SHIRT REPAIR KIT ,12,0.85,10.2,medium,22651,2011-12-01 15:32:00,0.85,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,FELTCRAFT HAIRBAND PINK AND BLUE,12,0.85,10.2,medium,22586,2011-12-01 15:32:00,0.85,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,PACK OF 6 BIRDY GIFT TAGS,12,1.25,15.0,medium,22585,2011-12-01 15:32:00,1.25,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,PACK OF 6 PANETTONE GIFT BOXES,6,2.55,15.3,medium,22584,2011-12-01 15:32:00,2.55,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,FELTCRAFT DOLL EMILY,6,2.95,17.7,medium,22274,2011-12-01 15:32:00,2.95,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,CHRISTMAS CRAFT LITTLE FRIENDS,6,2.1,12.6,medium,22144,2011-12-01 15:32:00,2.1,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,CHRISTMAS CRAFT WHITE FAIRY ,12,1.45,17.4,medium,22142,2011-12-01 15:32:00,1.45,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,CHRISTMAS CRAFT TREE TOP ANGEL,6,2.1,12.6,medium,22141,2011-12-01 15:32:00,2.1,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,BAKING SET 9 PIECE RETROSPOT ,3,4.95,14.85,medium,22138,2011-12-01 15:32:00,4.95,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,PAPER CHAIN KIT RETROSPOT,6,2.95,17.7,medium,22083,2011-12-01 15:32:00,2.95,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2.95,17.7,medium,22086,2011-12-01 15:32:00,2.95,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,RED FLORAL FELTCRAFT SHOULDER BAG,4,3.75,15.0,medium,20969,2011-12-01 15:32:00,3.75,United Kingdom
2011-01-12 15:32:00,2011,2011-01,580107,15948.0,COLOURING PENCILS BROWN TUBE,10,1.25,12.5,medium,10135,2011-12-01 15:32:00,1.25,United Kingdom
2011-01-12 15:42:00,2011,2011-01,580108,14440.0,CHRISTMAS STAR WISH LIST CHALKBOARD,12,1.25,15.0,medium,22596,2011-12-01 15:42:00,1.25,United Kingdom
2011-01-12 15:42:00,2011,2011-01,580108,14440.0,HOME BUILDING BLOCK WORD,18,5.45,98.1,medium,21754,2011-12-01 15:42:00,5.45,United Kingdom
2011-01-12 15:42:00,2011,2011-01,580108,14440.0,WOODEN FRAME ANTIQUE WHITE ,12,2.95,35.4,medium,82494L,2011-12-01 15:42:00,2.95,United Kingdom
2011-01-12 15:42:00,2011,2011-01,580108,14440.0,WOODEN PICTURE FRAME WHITE FINISH,18,2.95,53.1,medium,82482,2011-12-01 15:42:00,2.95,United Kingdom
2011-01-12 15:42:00,2011,2011-01,580108,14440.0,WOOD 2 DRAWER CABINET WHITE FINISH,12,6.95,83.4,medium,82483,2011-12-01 15:42:00,6.95,United Kingdom
2011-01-12 15:42:00,2011,2011-01,580108,14440.0,3 DRAWER ANTIQUE WHITE WOOD CABINET,12,8.15,97.8,medium,82486,2011-12-01 15:42:00,8.15,United Kingdom
2011-01-12 15:42:00,2011,2011-01,580108,14440.0,CREAM SWEETHEART MINI CHEST,12,12.75,153.0,high,85066,2011-12-01 15:42:00,12.75,United Kingdom
2011-01-12 15:42:00,2011,2011-01,580108,14440.0,PLEASE ONE PERSON METAL SIGN,12,2.1,25.2,medium,21181,2011-12-01 15:42:00,2.1,United Kingdom
2011-01-12 15:42:00,2011,2011-01,580108,14440.0,LOVE BUILDING BLOCK WORD,9,6.25,56.25,medium,21755,2011-12-01 15:42:00,6.25,United Kingdom
2011-01-12 15:46:00,2011,2011-01,580109,17350.0,PLAYING CARDS KEEP CALM & CARRY ON,12,1.25,15.0,medium,23503,2011-12-01 15:46:00,1.25,United Kingdom
2011-01-12 15:46:00,2011,2011-01,580109,17350.0,VINTAGE SNAKES & LADDERS,36,3.39,122.04,high,21912,2011-12-01 15:46:00,3.39,United Kingdom
2011-01-12 15:46:00,2011,2011-01,580109,17350.0,TRADITIONAL NAUGHTS & CROSSES,36,1.65,59.4,medium,23571,2011-12-01 15:46:00,1.65,United Kingdom
2011-01-12 15:46:00,2011,2011-01,580109,17350.0,HOT WATER BOTTLE TEA AND SYMPATHY,12,4.25,51.0,medium,22114,2011-12-01 15:46:00,4.25,United Kingdom
2011-01-12 15:46:00,2011,2011-01,580109,17350.0,HOT WATER BOTTLE I AM SO POORLY,8,4.95,39.6,medium,22835,2011-12-01 15:46:00,4.95,United Kingdom
2011-01-12 15:46:00,2011,2011-01,580109,17350.0,LOVE HOT WATER BOTTLE,6,5.95,35.7,medium,23356,2011-12-01 15:46:00,5.95,United Kingdom
2011-01-12 15:47:00,2011,2011-01,580110,17350.0,CLASSIC CHROME BICYCLE BELL ,12,1.45,17.4,medium,23497,2011-12-01 15:47:00,1.45,United Kingdom
2011-01-12 15:47:00,2011,2011-01,580110,17350.0,CLASSIC BICYCLE CLIPS ,12,1.45,17.4,medium,23498,2011-12-01 15:47:00,1.45,United Kingdom
2011-01-12 15:47:00,2011,2011-01,580110,17350.0,BICYCLE PUNCTURE REPAIR KIT ,6,2.08,12.48,medium,23552,2011-12-01 15:47:00,2.08,United Kingdom
2011-01-12 15:47:00,2011,2011-01,580110,17350.0,RABBIT NIGHT LIGHT,12,2.08,24.96,medium,23084,2011-12-01 15:47:00,2.08,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,MADRAS NOTEBOOK MEDIUM,12,0.75,9.0,low,21636,2011-12-01 15:55:00,0.75,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,ORIGAMI SANDLEWOOD INCENSE/CAND SET,24,0.85,20.4,medium,17012F,2011-12-01 15:55:00,0.85,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,JUMBO STORAGE BAG SUKI,100,1.79,179.0,high,21931,2011-12-01 15:55:00,1.79,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,JUMBO SHOPPER VINTAGE RED PAISLEY,100,1.79,179.0,high,22411,2011-12-01 15:55:00,1.79,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,JUMBO BAG ALPHABET,100,1.79,179.0,high,23201,2011-12-01 15:55:00,1.79,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,JUMBO BAG 50'S CHRISTMAS ,100,1.79,179.0,high,23344,2011-12-01 15:55:00,1.79,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,JUMBO BAG PAISLEY PARK,100,1.79,179.0,high,23581,2011-12-01 15:55:00,1.79,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,JUMBO BAG RED RETROSPOT,100,1.79,179.0,high,85099B,2011-12-01 15:55:00,1.79,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,RED RETROSPOT CHARLOTTE BAG,20,0.85,17.0,medium,20724,2011-12-01 15:55:00,0.85,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,CHARLOTTE BAG APPLES DESIGN,20,0.85,17.0,medium,23204,2011-12-01 15:55:00,0.85,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,WOODLAND CHARLOTTE BAG,20,0.85,17.0,medium,20719,2011-12-01 15:55:00,0.85,United Kingdom
2011-01-12 15:55:00,2011,2011-01,580111,12950.0,CHARLOTTE BAG SUKI DESIGN,20,0.85,17.0,medium,22355,2011-12-01 15:55:00,0.85,United Kingdom
2011-01-12 15:56:00,2011,2011-01,580112,13089.0,HEART OF WICKER SMALL,24,1.65,39.6,medium,22469,2011-12-01 15:56:00,1.65,United Kingdom
2011-01-12 15:56:00,2011,2011-01,580112,13089.0,HEART OF WICKER LARGE,12,2.95,35.4,medium,22470,2011-12-01 15:56:00,2.95,United Kingdom
2011-01-12 15:56:00,2011,2011-01,580112,13089.0,NATURAL SLATE HEART CHALKBOARD ,24,2.95,70.8,medium,22457,2011-12-01 15:56:00,2.95,United Kingdom
2011-01-12 15:56:00,2011,2011-01,580112,13089.0,HEART FILIGREE DOVE  SMALL,24,1.25,30.0,medium,22294,2011-12-01 15:56:00,1.25,United Kingdom
2011-01-12 15:56:00,2011,2011-01,580112,13089.0,ANTIQUE GLASS DRESSING TABLE POT,24,2.95,70.8,medium,22798,2011-12-01 15:56:00,2.95,United Kingdom
